Entity,Account Name,Account ID,Property ID,Property Name
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,366154966,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,371160212,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,385677563,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,388838573,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,390902192,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,391753714,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,391773801,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,391888380,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,391901853,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392028271,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392042029,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392081525,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392193665,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392315670,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392408875,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392444435,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392451738,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392664641,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392682771,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392749292,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,392773156,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393000813,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393021833,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393114836,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393175618,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393284254,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393392754,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393424881,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393478744,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,393645364,
Archived Sites,X [ ARCHIVED ] ABC - Historical websites,115080983,395579265,
Archived Sites,X [ ARCHIVED ] Australian Financial Security Authority (AFSA) - Historical websites,35786813,251351764,
Archived Sites,X [ ARCHIVED ] Australian Financial Security Authority (AFSA) - Historical websites,35786813,280300044,
Archived Sites,X [ ARCHIVED ] Employment & Education - No longer tracking data,248129354,221697754,
Archived Sites,X [ ARCHIVED ] Employment & Education - No longer tracking data,248129354,221694475,
Archived Sites,X [ ARCHIVED ] Services Australia Decommissioned Websites,157600884,390962676,
Archived Sites,X [ ARCHIVED ] WordPress Sites,62647503,366987227,
Archived Sites,X [ ARCHIVED ] WordPress Sites,62647503,385184107,
Australian Broadcasting Corporation (ABC),ABC Production,115095568,222137319,
Australian Broadcasting Corporation (ABC),ABC Production,115095568,273765172,
Australian Broadcasting Corporation (ABC),ABC Production,115095568,356148446,
Australian Broadcasting Corporation (ABC),ABC Production,115095568,390941764,
Australian Broadcasting Corporation (ABC),ABC Production,115095568,395738684,
Australian Broadcasting Corporation (ABC),ABC Staging,112248452,273872769,
Australian Broadcasting Corporation (ABC),ABC Staging,112248452,274184710,
Australian Broadcasting Corporation (ABC),ABC Staging,112248452,278258113,
Australian Broadcasting Corporation (ABC),ABC Staging,112248452,306398774,
Australian Broadcasting Corporation (ABC),ABC Staging,112248452,321829635,
Australian Broadcasting Corporation (ABC),ABC Staging,112248452,358855052,
Australian Bureau of Statistics (ABS),ABS,41505650,327180286,
Australian Bureau of Statistics (ABS),ABS,41505650,346728715,
Australian Bureau of Statistics (ABS),ABS,41505650,384239378,
Australian Bureau of Statistics (ABS),ABS,41505650,401776900,
Australian Bureau of Statistics (ABS),ABS,41505650,470696327,Census2026
Australian Bureau of Statistics (ABS),ABS - data.gov.au,38578922,264210716,
Australian Bureau of Statistics (ABS),ABS - data.gov.au,38578922,366011659,
Australian Bureau of Statistics (ABS),ABS - data.gov.au,38578922,372892798,
Australian Bureau of Statistics (ABS),ABS - data.gov.au,38578922,399007007,
Australian Centre for International Agricultural Research (ACIAR) ,ACIAR - www.aciar.gov.au,18194367,287988092,
Australian Centre for International Agricultural Research (ACIAR) ,ACIAR - www.aciar.gov.au,18194367,413598847,
Australian Centre for International Agricultural Research (ACIAR) ,ACIAR - www.aciar.gov.au,18194367,413611655,
Australian Centre for International Agricultural Research (ACIAR) ,ACIAR - www.aciar.gov.au,18194367,413619125,
Australian Centre for International Agricultural Research (ACIAR) ,ACIAR - www.aciar.gov.au,18194367,413977108,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,381909966,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,382586433,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,389901310,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,389905794,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,389949743,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,448253112,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,451315444,
Australian Commission on Safety and Quality in Health Care,Australian Commission on Safety and Quality in Health Care (ACSQHC) Websites,2634714,475716787,
Australian Communications and Media Authority (ACMA),ACMA - National Self-Exclusion Register Beta,223895215,308347259,
Australian Communications and Media Authority (ACMA),Australian Communications and Media Authority (ACMA),39050857,310261057,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,251377291,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,251524944,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,252953965,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,254961759,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,255140022,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,282168896,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,282220214,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,313305307,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,360002110,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,372024387,
Australian Financial Security Authority (AFSA),Australian Financial Security Authority (AFSA),42984457,378171179,
Australian Industrial Chemicals Introduction Scheme (AICIS),AICIS,43608562,384422753,
Australian Institute of Health and Welfare (AIHW),Australian Institute of Health and Welfare (AIHW),10292491,277419422,
Australian Institute of Health and Welfare (AIHW),Australian Institute of Health and Welfare (AIHW),10292491,277433900,
Australian Institute of Health and Welfare (AIHW),Australian Institute of Health and Welfare (AIHW),10292491,286499268,
Australian Institute of Health and Welfare (AIHW),Australian Institute of Health and Welfare (AIHW),10292491,296175039,
